турнир;Дата;Хозяева;Гости
Bundesliga1;2022-02-05;Bielefeld;Monchengladbach
Bundesliga1;2022-02-05;FC Augsburg;Union Berlin
Bundesliga1;2022-02-05;FC Koln;Freiburg
Bundesliga1;2022-02-05;FSV Mainz;Hoffenheim
Bundesliga1;2022-02-05;Stuttgart;E. Frankfurt
Bundesliga1;2022-02-05;Bayern Munich;RB Leipzig
Bundesliga1;2022-02-06;Dortmund;Leverkusen
Bundesliga1;2022-02-06;Wolfsburg;Greuther Furth
Bundesliga1;2022-02-11;RB Leipzig;FC Koln
Bundesliga1;2022-02-12;Bochum;Bayern Munich
Bundesliga1;2022-02-12;E. Frankfurt;Wolfsburg
Bundesliga1;2022-02-12;Freiburg;FSV Mainz
Bundesliga1;2022-02-12;Greuther Furth;Hertha Berlin
Bundesliga1;2022-02-12;Monchengladbach;FC Augsburg
Bundesliga1;2022-02-12;Leverkusen;Stuttgart
Bundesliga1;2022-02-13;Union Berlin;Dortmund
Bundesliga1;2022-02-13;Hoffenheim;Bielefeld
Bundesliga1;2022-02-18;FSV Mainz;Leverkusen
Bundesliga1;2022-02-19;Bielefeld;Union Berlin
Bundesliga1;2022-02-19;FC Augsburg;Freiburg
Bundesliga1;2022-02-19;Stuttgart;Bochum
Bundesliga1;2022-02-19;Wolfsburg;Hoffenheim
Bundesliga1;2022-02-19;FC Koln;E. Frankfurt
Bundesliga1;2022-02-20;Bayern Munich;Greuther Furth
Bundesliga1;2022-02-20;Dortmund;Monchengladbach
Bundesliga1;2022-02-20;Hertha Berlin;RB Leipzig
Bundesliga1;2022-02-25;Hoffenheim;Stuttgart
Bundesliga1;2022-02-26;Freiburg;Hertha Berlin
Bundesliga1;2022-02-26;Greuther Furth;FC Koln
Bundesliga1;2022-02-26;Leverkusen;Bielefeld
Bundesliga1;2022-02-26;Monchengladbach;Wolfsburg
Bundesliga1;2022-02-26;Union Berlin;FSV Mainz
Bundesliga1;2022-02-26;E. Frankfurt;Bayern Munich
Bundesliga1;2022-02-27;Bochum;RB Leipzig
Bundesliga1;2022-02-27;FC Augsburg;Dortmund
Bundesliga1;2022-03-04;Bielefeld;FC Augsburg
Bundesliga1;2022-03-05;Bayern Munich;Leverkusen
Bundesliga1;2022-03-05;Bochum;Greuther Furth
Bundesliga1;2022-03-05;Hertha Berlin;E. Frankfurt
Bundesliga1;2022-03-05;RB Leipzig;Freiburg
Bundesliga1;2022-03-05;Wolfsburg;Union Berlin
Bundesliga1;2022-03-05;Stuttgart;Monchengladbach
Bundesliga1;2022-03-06;FC Koln;Hoffenheim
Bundesliga1;2022-03-12;Freiburg;Wolfsburg
Bundesliga1;2022-03-12;Hoffenheim;Bayern Munich
Bundesliga1;2022-03-12;Union Berlin;Stuttgart
Bundesliga1;2022-03-12;Monchengladbach;Hertha Berlin
Bundesliga1;2022-03-13;Leverkusen;FC Koln
Bundesliga1;2022-03-13;Dortmund;Bielefeld
Bundesliga1;2022-03-13;E. Frankfurt;Bochum
Bundesliga1;2022-03-13;Greuther Furth;RB Leipzig
Bundesliga1;2022-03-16;FSV Mainz;Dortmund
Bundesliga1;2022-03-18;Bochum;Monchengladbach
Bundesliga1;2022-03-19;FSV Mainz;Bielefeld
Bundesliga1;2022-03-19;Greuther Furth;Freiburg
Bundesliga1;2022-03-19;Hertha Berlin;Hoffenheim
Bundesliga1;2022-03-19;Stuttgart;FC Augsburg
Bundesliga1;2022-03-19;Bayern Munich;Union Berlin
Bundesliga1;2022-03-20;RB Leipzig;E. Frankfurt
Bundesliga1;2022-03-20;Wolfsburg;Leverkusen
Bundesliga1;2022-03-20;FC Koln;Dortmund
Bundesliga1;2022-04-01;Union Berlin;FC Koln
Bundesliga1;2022-04-02;Bielefeld;Stuttgart
Bundesliga1;2022-04-02;E. Frankfurt;Greuther Furth
Bundesliga1;2022-04-02;Freiburg;Bayern Munich
Bundesliga1;2022-04-02;Hoffenheim;Bochum
Bundesliga1;2022-04-02;Leverkusen;Hertha Berlin
Bundesliga1;2022-04-02;Dortmund;RB Leipzig
Bundesliga1;2022-04-03;FC Augsburg;Wolfsburg
Bundesliga1;2022-04-03;Monchengladbach;FSV Mainz
Bundesliga1;2022-04-06;FC Augsburg;FSV Mainz
Bundesliga1;2022-04-08;Stuttgart;Dortmund
Bundesliga1;2022-04-09;Bayern Munich;FC Augsburg
Bundesliga1;2022-04-09;FC Koln;FSV Mainz
Bundesliga1;2022-04-09;Greuther Furth;Monchengladbach
Bundesliga1;2022-04-09;Wolfsburg;Bielefeld
Bundesliga1;2022-04-09;Hertha Berlin;Union Berlin
Bundesliga1;2022-04-10;Bochum;Leverkusen
Bundesliga1;2022-04-10;E. Frankfurt;Freiburg
Bundesliga1;2022-04-10;RB Leipzig;Hoffenheim
Bundesliga1;2022-04-16;Dortmund;Wolfsburg
Bundesliga1;2022-04-16;FC Augsburg;Hertha Berlin
Bundesliga1;2022-04-16;Freiburg;Bochum
Bundesliga1;2022-04-16;FSV Mainz;Stuttgart
Bundesliga1;2022-04-16;Monchengladbach;FC Koln
Bundesliga1;2022-04-17;Bielefeld;Bayern Munich
Bundesliga1;2022-04-17;Hoffenheim;Greuther Furth
Bundesliga1;2022-04-17;Union Berlin;E. Frankfurt
Bundesliga1;2022-04-17;Leverkusen;RB Leipzig
Bundesliga1;2022-04-22;Wolfsburg;FSV Mainz
Bundesliga1;2022-04-23;E. Frankfurt;Hoffenheim
Bundesliga1;2022-04-23;FC Koln;Bielefeld
Bundesliga1;2022-04-23;Freiburg;Monchengladbach
Bundesliga1;2022-04-23;Greuther Furth;Leverkusen
Bundesliga1;2022-04-23;RB Leipzig;Union Berlin
Bundesliga1;2022-04-23;Bayern Munich;Dortmund
Bundesliga1;2022-04-24;Bochum;FC Augsburg
Bundesliga1;2022-04-24;Hertha Berlin;Stuttgart
Bundesliga1;2022-04-29;Union Berlin;Greuther Furth
Bundesliga1;2022-04-30;Bielefeld;Hertha Berlin
Bundesliga1;2022-04-30;Dortmund;Bochum
Bundesliga1;2022-04-30;FC Augsburg;FC Koln
Bundesliga1;2022-04-30;FSV Mainz;Bayern Munich
Bundesliga1;2022-04-30;Stuttgart;Wolfsburg
Bundesliga1;2022-04-30;Hoffenheim;Freiburg
Bundesliga1;2022-05-02;Leverkusen;E. Frankfurt
Bundesliga1;2022-05-02;Monchengladbach;RB Leipzig
Bundesliga1;2022-05-06;Bochum;Bielefeld
Bundesliga1;2022-05-07;FC Koln;Wolfsburg
Bundesliga1;2022-05-07;Freiburg;Union Berlin
Bundesliga1;2022-05-07;Greuther Furth;Dortmund
Bundesliga1;2022-05-07;Hoffenheim;Leverkusen
Bundesliga1;2022-05-07;Hertha Berlin;FSV Mainz
Bundesliga1;2022-05-08;E. Frankfurt;Monchengladbach
Bundesliga1;2022-05-08;Bayern Munich;Stuttgart
Bundesliga1;2022-05-08;RB Leipzig;FC Augsburg
Bundesliga1;2022-05-14;Bielefeld;RB Leipzig
Bundesliga1;2022-05-14;Dortmund;Hertha Berlin
Bundesliga1;2022-05-14;FC Augsburg;Greuther Furth
Bundesliga1;2022-05-14;FSV Mainz;E. Frankfurt
Bundesliga1;2022-05-14;Leverkusen;Freiburg
Bundesliga1;2022-05-14;Monchengladbach;Hoffenheim
Bundesliga1;2022-05-14;Stuttgart;FC Koln
Bundesliga1;2022-05-14;Union Berlin;Bochum
Bundesliga1;2022-05-14;Wolfsburg;Bayern Munich
Ligue1;2021-08-06;Monaco;Nantes
Ligue1;2021-08-07;Lyon;Brest
Ligue1;2021-08-07;Troyes;Paris SG
Ligue1;2021-08-08;Rennes;Lens
Ligue1;2021-08-08;Bordeaux;Clermont
Ligue1;2021-08-08;Nice;Reims
Ligue1;2021-08-08;Saint-Etienne;Lorient
Ligue1;2021-08-08;Strasbourg;Angers
Ligue1;2021-08-08;Metz;Lille
Ligue1;2021-08-08;Montpellier;Marseille
Ligue1;2021-08-13;Lorient;Monaco
Ligue1;2021-08-14;Lille;Nice
Ligue1;2021-08-14;Paris SG;Strasbourg
Ligue1;2021-08-15;Angers;Lyon
Ligue1;2021-08-15;Brest;Rennes
Ligue1;2021-08-15;Clermont;Troyes
Ligue1;2021-08-15;Nantes;Metz
Ligue1;2021-08-15;Reims;Montpellier
Ligue1;2021-08-15;Lens;Saint-Etienne
Ligue1;2021-08-15;Marseille;Bordeaux
Ligue1;2021-08-20;Brest;Paris SG
Ligue1;2021-08-21;Monaco;Lens
Ligue1;2021-08-21;Saint-Etienne;Lille
Ligue1;2021-08-22;Lyon;Clermont
Ligue1;2021-08-22;Bordeaux;Angers
Ligue1;2021-08-22;Metz;Reims
Ligue1;2021-08-22;Montpellier;Lorient
Ligue1;2021-08-22;Strasbourg;Troyes
Ligue1;2021-08-22;Rennes;Nantes
Ligue1;2021-08-27;Nantes;Lyon
Ligue1;2021-08-28;Nice;Bordeaux
Ligue1;2021-08-28;Marseille;Saint-Etienne
Ligue1;2021-08-29;Troyes;Monaco
Ligue1;2021-08-29;Angers;Rennes
Ligue1;2021-08-29;Clermont;Metz
Ligue1;2021-08-29;Lens;Lorient
Ligue1;2021-08-29;Strasbourg;Brest
Ligue1;2021-08-29;Lille;Montpellier
Ligue1;2021-08-29;Reims;Paris SG
Ligue1;2021-09-10;Lorient;Lille
Ligue1;2021-09-11;Paris SG;Clermont
Ligue1;2021-09-11;Monaco;Marseille
Ligue1;2021-09-12;Montpellier;Saint-Etienne
Ligue1;2021-09-12;Bordeaux;Lens
Ligue1;2021-09-12;Brest;Angers
Ligue1;2021-09-12;Metz;Troyes
Ligue1;2021-09-12;Rennes;Reims
Ligue1;2021-09-12;Nantes;Nice
Ligue1;2021-09-12;Lyon;Strasbourg
Ligue1;2021-09-17;Strasbourg;Metz
Ligue1;2021-09-18;Lens;Lille
Ligue1;2021-09-18;Saint-Etienne;Bordeaux
Ligue1;2021-09-19;Nice;Monaco
Ligue1;2021-09-19;Angers;Nantes
Ligue1;2021-09-19;Clermont;Brest
Ligue1;2021-09-19;Reims;Lorient
Ligue1;2021-09-19;Troyes;Montpellier
Ligue1;2021-09-19;Marseille;Rennes
Ligue1;2021-09-19;Paris SG;Lyon
Ligue1;2021-09-22;Lille;Reims
Ligue1;2021-09-22;Monaco;Saint-Etienne
Ligue1;2021-09-22;Montpellier;Bordeaux
Ligue1;2021-09-22;Nantes;Brest
Ligue1;2021-09-22;Rennes;Clermont
Ligue1;2021-09-22;Angers;Marseille
Ligue1;2021-09-22;Lens;Strasbourg
Ligue1;2021-09-22;Lorient;Nice
Ligue1;2021-09-22;Lyon;Troyes
Ligue1;2021-09-22;Metz;Paris SG
Ligue1;2021-09-25;Saint-Etienne;Nice
Ligue1;2021-09-25;Strasbourg;Lille
Ligue1;2021-09-25;Lyon;Lorient
Ligue1;2021-09-25;Paris SG;Montpellier
Ligue1;2021-09-26;Bordeaux;Rennes
Ligue1;2021-09-26;Brest;Metz
Ligue1;2021-09-26;Reims;Nantes
Ligue1;2021-09-26;Troyes;Angers
Ligue1;2021-09-26;Clermont;Monaco
Ligue1;2021-09-26;Marseille;Lens
Ligue1;2021-10-01;Lens;Reims
Ligue1;2021-10-02;Montpellier;Strasbourg
Ligue1;2021-10-02;Nice;Brest
Ligue1;2021-10-03;Rennes;Paris SG
Ligue1;2021-10-03;Angers;Metz
Ligue1;2021-10-03;Lorient;Clermont
Ligue1;2021-10-03;Monaco;Bordeaux
Ligue1;2021-10-03;Nantes;Troyes
Ligue1;2021-10-03;Lille;Marseille
Ligue1;2021-10-03;Saint-Etienne;Lyon
Ligue1;2021-10-15;Paris SG;Angers
Ligue1;2021-10-16;Clermont;Lille
Ligue1;2021-10-16;Lyon;Monaco
Ligue1;2021-10-17;Troyes;Nice
Ligue1;2021-10-17;Bordeaux;Nantes
Ligue1;2021-10-17;Brest;Reims
Ligue1;2021-10-17;Metz;Rennes
Ligue1;2021-10-17;Strasbourg;Saint-Etienne
Ligue1;2021-10-17;Montpellier;Lens
Ligue1;2021-10-17;Marseille;Lorient
Ligue1;2021-10-22;Saint-Etienne;Angers
Ligue1;2021-10-23;Nantes;Clermont
Ligue1;2021-10-23;Lille;Brest
Ligue1;2021-10-24;Nice;Lyon
Ligue1;2021-10-24;Lens;Metz
Ligue1;2021-10-24;Lorient;Bordeaux
Ligue1;2021-10-24;Reims;Troyes
Ligue1;2021-10-24;Rennes;Strasbourg
Ligue1;2021-10-24;Monaco;Montpellier
Ligue1;2021-10-24;Marseille;Paris SG
Ligue1;2021-10-27;Nice;Marseille
Ligue1;2021-10-29;Paris SG;Lille
Ligue1;2021-10-30;Metz;Saint-Etienne
Ligue1;2021-10-30;Lyon;Lens
Ligue1;2021-10-31;Angers;Nice
Ligue1;2021-10-31;Bordeaux;Reims
Ligue1;2021-10-31;Montpellier;Nantes
Ligue1;2021-10-31;Strasbourg;Lorient
Ligue1;2021-10-31;Troyes;Rennes
Ligue1;2021-10-31;Brest;Monaco
Ligue1;2021-10-31;Clermont;Marseille
Ligue1;2021-11-05;Lens;Troyes
Ligue1;2021-11-06;Lille;Angers
Ligue1;2021-11-06;Bordeaux;Paris SG
Ligue1;2021-11-07;Marseille;Metz
Ligue1;2021-11-07;Lorient;Brest
Ligue1;2021-11-07;Nantes;Strasbourg
Ligue1;2021-11-07;Reims;Monaco
Ligue1;2021-11-07;Saint-Etienne;Clermont
Ligue1;2021-11-07;Nice;Montpellier
Ligue1;2021-11-07;Rennes;Lyon
Ligue1;2021-11-19;Monaco;Lille
Ligue1;2021-11-20;Paris SG;Nantes
Ligue1;2021-11-20;Rennes;Montpellier
Ligue1;2021-11-21;Brest;Lens
Ligue1;2021-11-21;Angers;Lorient
Ligue1;2021-11-21;Metz;Bordeaux
Ligue1;2021-11-21;Strasbourg;Reims
Ligue1;2021-11-21;Troyes;Saint-Etienne
Ligue1;2021-11-21;Clermont;Nice
Ligue1;2021-11-26;Lens;Angers
Ligue1;2021-11-27;Lille;Nantes
Ligue1;2021-11-27;Nice;Metz
Ligue1;2021-11-28;Saint-Etienne;Paris SG
Ligue1;2021-11-28;Bordeaux;Brest
Ligue1;2021-11-28;Lorient;Rennes
Ligue1;2021-11-28;Monaco;Strasbourg
Ligue1;2021-11-28;Reims;Clermont
Ligue1;2021-11-28;Montpellier;Lyon
Ligue1;2021-11-28;Marseille;Troyes
Ligue1;2021-12-01;Angers;Monaco
Ligue1;2021-12-01;Brest;Saint-Etienne
Ligue1;2021-12-01;Metz;Montpellier
Ligue1;2021-12-01;Strasbourg;Bordeaux
Ligue1;2021-12-01;Troyes;Lorient
Ligue1;2021-12-01;Clermont;Lens
Ligue1;2021-12-01;Lyon;Reims
Ligue1;2021-12-01;Nantes;Marseille
Ligue1;2021-12-01;Rennes;Lille
Ligue1;2021-12-01;Paris SG;Nice
Ligue1;2021-12-04;Marseille;Brest
Ligue1;2021-12-04;Lille;Troyes
Ligue1;2021-12-04;Lens;Paris SG
Ligue1;2021-12-05;Saint-Etienne;Rennes
Ligue1;2021-12-05;Lorient;Nantes
Ligue1;2021-12-05;Monaco;Metz
Ligue1;2021-12-05;Montpellier;Clermont
Ligue1;2021-12-05;Reims;Angers
Ligue1;2021-12-05;Nice;Strasbourg
Ligue1;2021-12-05;Bordeaux;Lyon
Ligue1;2021-12-10;Nantes;Lens
Ligue1;2021-12-11;Brest;Montpellier
Ligue1;2021-12-11;Reims;Saint-Etienne
Ligue1;2021-12-12;Lille;Lyon
Ligue1;2021-12-12;Angers;Clermont
Ligue1;2021-12-12;Metz;Lorient
Ligue1;2021-12-12;Rennes;Nice
Ligue1;2021-12-12;Troyes;Bordeaux
Ligue1;2021-12-12;Strasbourg;Marseille
Ligue1;2021-12-12;Paris SG;Monaco
Ligue1;2021-12-22;Bordeaux;Lille
Ligue1;2021-12-22;Lorient;Paris SG
Ligue1;2021-12-22;Lyon;Metz
Ligue1;2021-12-22;Marseille;Reims
Ligue1;2021-12-22;Monaco;Rennes
Ligue1;2021-12-22;Montpellier;Angers
Ligue1;2021-12-22;Nice;Lens
Ligue1;2021-12-22;Saint-Etienne;Nantes
Ligue1;2021-12-22;Troyes;Brest
Ligue1;2022-01-07;Bordeaux;Marseille
Ligue1;2022-01-08;Lens;Rennes
Ligue1;2022-01-09;Brest;Nice
Ligue1;2022-01-09;Clermont;Reims
Ligue1;2022-01-09;Metz;Strasbourg
Ligue1;2022-01-09;Nantes;Monaco
Ligue1;2022-01-09;Lyon;Paris SG
Ligue1;2022-01-14;Nice;Nantes
Ligue1;2022-01-15;Saint-Etienne;Lens
Ligue1;2022-01-15;Paris SG;Brest
Ligue1;2022-01-16;Rennes;Bordeaux
Ligue1;2022-01-16;Lorient;Angers
Ligue1;2022-01-16;Monaco;Clermont
Ligue1;2022-01-16;Reims;Metz
Ligue1;2022-01-16;Strasbourg;Montpellier
Ligue1;2022-01-16;Troyes;Lyon
Ligue1;2022-01-16;Marseille;Lille
Ligue1;2022-01-19;Clermont;Strasbourg
Ligue1;2022-01-19;Lille;Lorient
Ligue1;2022-01-19;Montpellier;Troyes
Ligue1;2022-01-21;Lyon;Saint-Etienne
Ligue1;2022-01-22;Brest;Lille
Ligue1;2022-01-22;Lens;Marseille
Ligue1;2022-01-23;Metz;Nice
Ligue1;2022-01-23;Angers;Troyes
Ligue1;2022-01-23;Bordeaux;Strasbourg
Ligue1;2022-01-23;Clermont;Rennes
Ligue1;2022-01-23;Nantes;Lorient
Ligue1;2022-01-23;Montpellier;Monaco
Ligue1;2022-01-23;Paris SG;Reims
Ligue1;2022-01-26;Angers;Saint-Etienne
Ligue1;2022-02-01;Lyon;Marseille
Ligue1;2022-02-04;Marseille;Angers
Ligue1;2022-02-05;Saint-Etienne;Montpellier
Ligue1;2022-02-05;Monaco;Lyon
Ligue1;2022-02-06;Lorient;Lens
Ligue1;2022-02-06;Nice;Clermont
Ligue1;2022-02-06;Reims;Bordeaux
Ligue1;2022-02-06;Strasbourg;Nantes
Ligue1;2022-02-06;Troyes;Metz
Ligue1;2022-02-06;Rennes;Brest
Ligue1;2022-02-06;Lille;Paris SG
Ligue1;2022-02-11;Paris SG;Rennes
Ligue1;2022-02-12;Montpellier;Lille
Ligue1;2022-02-12;Lyon;Nice
Ligue1;2022-02-13;Monaco;Lorient
Ligue1;2022-02-13;Angers;Strasbourg
Ligue1;2022-02-13;Brest;Troyes
Ligue1;2022-02-13;Clermont;Saint-Etienne
Ligue1;2022-02-13;Nantes;Reims
Ligue1;2022-02-13;Lens;Bordeaux
Ligue1;2022-02-13;Metz;Marseille
Ligue1;2022-02-18;Lille;Metz
Ligue1;2022-02-19;Lens;Lyon
Ligue1;2022-02-19;Nantes;Paris SG
Ligue1;2022-02-20;Nice;Angers
Ligue1;2022-02-20;Lorient;Montpellier
Ligue1;2022-02-20;Reims;Brest
Ligue1;2022-02-20;Rennes;Troyes
Ligue1;2022-02-20;Saint-Etienne;Strasbourg
Ligue1;2022-02-20;Bordeaux;Monaco
Ligue1;2022-02-20;Marseille;Clermont
Ligue1;2022-02-25;Montpellier;Rennes
Ligue1;2022-02-26;Strasbourg;Nice
Ligue1;2022-02-26;Paris SG;Saint-Etienne
Ligue1;2022-02-27;Monaco;Reims
Ligue1;2022-02-27;Angers;Lens
Ligue1;2022-02-27;Brest;Lorient
Ligue1;2022-02-27;Clermont;Bordeaux
Ligue1;2022-02-27;Metz;Nantes
Ligue1;2022-02-27;Troyes;Marseille
Ligue1;2022-02-27;Lyon;Lille
Ligue1;2022-03-04;Lorient;Lyon
Ligue1;2022-03-05;Lens;Brest
Ligue1;2022-03-05;Nice;Paris SG
Ligue1;2022-03-06;Saint-Etienne;Metz
Ligue1;2022-03-06;Bordeaux;Troyes
Ligue1;2022-03-06;Nantes;Montpellier
Ligue1;2022-03-06;Reims;Strasbourg
Ligue1;2022-03-06;Rennes;Angers
Ligue1;2022-03-06;Lille;Clermont
Ligue1;2022-03-06;Marseille;Monaco
Ligue1;2022-03-11;Lille;Saint-Etienne
Ligue1;2022-03-12;Montpellier;Nice
Ligue1;2022-03-12;Troyes;Nantes
Ligue1;2022-03-13;Paris SG;Bordeaux
Ligue1;2022-03-13;Angers;Reims
Ligue1;2022-03-13;Clermont;Lorient
Ligue1;2022-03-13;Metz;Lens
Ligue1;2022-03-13;Strasbourg;Monaco
Ligue1;2022-03-13;Lyon;Rennes
Ligue1;2022-03-13;Brest;Marseille
Ligue1;2022-03-18;Saint-Etienne;Troyes
Ligue1;2022-03-19;Lens;Clermont
Ligue1;2022-03-19;Nantes;Lille
Ligue1;2022-03-20;Monaco;Paris SG
Ligue1;2022-03-20;Angers;Brest
Ligue1;2022-03-20;Bordeaux;Montpellier
Ligue1;2022-03-20;Lorient;Strasbourg
Ligue1;2022-03-20;Rennes;Metz
Ligue1;2022-03-20;Reims;Lyon
Ligue1;2022-03-20;Marseille;Nice
Ligue1;2022-04-02;Nice;Rennes
Ligue1;2022-04-02;Lille;Bordeaux
Ligue1;2022-04-03;Strasbourg;Lens
Ligue1;2022-04-03;Clermont;Nantes
Ligue1;2022-04-03;Metz;Monaco
Ligue1;2022-04-03;Montpellier;Brest
Ligue1;2022-04-03;Saint-Etienne;Marseille
Ligue1;2022-04-03;Troyes;Reims
Ligue1;2022-04-03;Lyon;Angers
Ligue1;2022-04-03;Paris SG;Lorient
Ligue1;2022-04-08;Lorient;Saint-Etienne
Ligue1;2022-04-09;Reims;Rennes
Ligue1;2022-04-09;Clermont;Paris SG
Ligue1;2022-04-10;Bordeaux;Metz
Ligue1;2022-04-10;Angers;Lille
Ligue1;2022-04-10;Brest;Nantes
Ligue1;2022-04-10;Monaco;Troyes
Ligue1;2022-04-10;Lens;Nice
Ligue1;2022-04-10;Strasbourg;Lyon
Ligue1;2022-04-10;Marseille;Montpellier
Ligue1;2022-04-15;Rennes;Monaco
Ligue1;2022-04-16;Saint-Etienne;Brest
Ligue1;2022-04-16;Lille;Lens
Ligue1;2022-04-17;Nice;Lorient
Ligue1;2022-04-17;Metz;Clermont
Ligue1;2022-04-17;Montpellier;Reims
Ligue1;2022-04-17;Nantes;Angers
Ligue1;2022-04-17;Troyes;Strasbourg
Ligue1;2022-04-17;Lyon;Bordeaux
Ligue1;2022-04-17;Paris SG;Marseille
Ligue1;2022-04-20;Bordeaux;Saint-Etienne
Ligue1;2022-04-20;Lorient;Metz
Ligue1;2022-04-20;Monaco;Nice
Ligue1;2022-04-20;Reims;Lille
Ligue1;2022-04-20;Troyes;Clermont
Ligue1;2022-04-20;Angers;Paris SG
Ligue1;2022-04-20;Brest;Lyon
Ligue1;2022-04-20;Lens;Montpellier
Ligue1;2022-04-20;Marseille;Nantes
Ligue1;2022-04-20;Strasbourg;Rennes
Ligue1;2022-04-23;Lyon;Montpellier
Ligue1;2022-04-23;Saint-Etienne;Monaco
Ligue1;2022-04-23;Paris SG;Lens
Ligue1;2022-04-24;Rennes;Lorient
Ligue1;2022-04-24;Clermont;Angers
Ligue1;2022-04-24;Metz;Brest
Ligue1;2022-04-24;Nantes;Bordeaux
Ligue1;2022-04-24;Nice;Troyes
Ligue1;2022-04-24;Lille;Strasbourg
Ligue1;2022-04-24;Reims;Marseille
Ligue1;2022-04-29;Strasbourg;Paris SG
Ligue1;2022-04-30;Lens;Nantes
Ligue1;2022-04-30;Rennes;Saint-Etienne
Ligue1;2022-05-01;Troyes;Lille
Ligue1;2022-05-01;Brest;Clermont
Ligue1;2022-05-01;Lorient;Reims
Ligue1;2022-05-01;Monaco;Angers
Ligue1;2022-05-01;Montpellier;Metz
Ligue1;2022-05-01;Bordeaux;Nice
Ligue1;2022-05-01;Marseille;Lyon
Ligue1;2022-05-06;Lille;Monaco
Ligue1;2022-05-07;Brest;Strasbourg
Ligue1;2022-05-08;Angers;Bordeaux
Ligue1;2022-05-08;Clermont;Montpellier
Ligue1;2022-05-08;Lorient;Marseille
Ligue1;2022-05-08;Metz;Lyon
Ligue1;2022-05-08;Paris SG;Troyes
Ligue1;2022-05-08;Reims;Lens
Ligue1;2022-05-11;Nantes;Rennes
Ligue1;2022-05-11;Nice;Saint-Etienne
Ligue1;2022-05-14;Bordeaux;Lorient
Ligue1;2022-05-14;Lyon;Nantes
Ligue1;2022-05-14;Metz;Angers
Ligue1;2022-05-14;Monaco;Brest
Ligue1;2022-05-14;Montpellier;Paris SG
Ligue1;2022-05-14;Nice;Lille
Ligue1;2022-05-14;Rennes;Marseille
Ligue1;2022-05-14;Saint-Etienne;Reims
Ligue1;2022-05-14;Strasbourg;Clermont
Ligue1;2022-05-14;Troyes;Lens
Ligue1;2022-05-21;Angers;Montpellier
Ligue1;2022-05-21;Brest;Bordeaux
Ligue1;2022-05-21;Clermont;Lyon
Ligue1;2022-05-21;Lens;Monaco
Ligue1;2022-05-21;Lille;Rennes
Ligue1;2022-05-21;Lorient;Troyes
Ligue1;2022-05-21;Marseille;Strasbourg
Ligue1;2022-05-21;Nantes;Saint-Etienne
Ligue1;2022-05-21;Paris SG;Metz
Ligue1;2022-05-21;Reims;Nice
FA Cup;2022-01-07;Н/О_Суиндон;Manchester City
FA Cup;2022-01-08;Н/О_Мэнсфилд;Н/О_Мидлсбро
FA Cup;2022-01-08;Н/О_Бристоль Сити;Н/О_Фулхэм
FA Cup;2022-01-08;Burnley;Н/О_Хаддерсфилд
FA Cup;2022-01-08;Н/О_Хартлпул;Н/О_Блэкпул
FA Cup;2022-01-08;Н/О_Ковентри;Н/О_Дерби Каунти
FA Cup;2022-01-08;Н/О_Миллуолл;Crystal Palace
FA Cup;2022-01-08;Н/О_КПР;Н/О_Ротерхэм
FA Cup;2022-01-08;Н/О_Барнсли;Н/О_Барроу
FA Cup;2022-01-08;Н/О_Вест Бромвич;Brighton
FA Cup;2022-01-08;Н/О_Киддерминстер;Н/О_Рединг
FA Cup;2022-01-08;Leicester City;Watford
FA Cup;2022-01-08;Н/О_Борэм Вуд;Н/О_Уимблдон
FA Cup;2022-01-08;Н/О_Уиган;Н/О_Блэкберн
FA Cup;2022-01-08;Н/О_Питерборо;Н/О_Бристоль Роверс
FA Cup;2022-01-08;Newcastle Utd;Н/О_Кембридж
FA Cup;2022-01-08;Н/О_Порт Вейл;Brentford
FA Cup;2022-01-08;Н/О_Халл;Everton
FA Cup;2022-01-08;Н/О_Бирмингем;Н/О_Плимут
FA Cup;2022-01-08;Н/О_Суонси;Southampton
FA Cup;2022-01-08;Chelsea;Н/О_Честерфилд
FA Cup;2022-01-08;Н/О_Йовил;Н/О_Борнмут
FA Cup;2022-01-09;Н/О_Лутон;Н/О_Хэррогит
FA Cup;2022-01-09;Н/О_Кардифф;Н/О_Престон
FA Cup;2022-01-09;West Ham Utd;Leeds Utd
FA Cup;2022-01-09;Н/О_Чарльтон;Norwich City
FA Cup;2022-01-09;Н/О_Сток Сити;Н/О_Лейтон Ориент
FA Cup;2022-01-09;Liverpool;Н/О_Шрусбери
FA Cup;2022-01-09;Wolverhampton;Н/О_Шеффилд Юнайтед
FA Cup;2022-01-09;Tottenham;Н/О_Моркэм
FA Cup;2022-01-09;Н/О_Ноттингем Форест;Arsenal
FA Cup;2022-01-10;Manchester Utd;Aston Villa
FA Cup;2022-02-04;Manchester Utd;Н/О_Мидлсбро
FA Cup;2022-02-05;Н/О_Киддерминстер;West Ham Utd
FA Cup;2022-02-05;Chelsea;Н/О_Плимут
FA Cup;2022-02-05;Crystal Palace;Н/О_Хартлпул
FA Cup;2022-02-05;Н/О_Питерборо;Н/О_КПР
FA Cup;2022-02-05;Everton;Brentford
FA Cup;2022-02-05;Manchester City;Н/О_Фулхэм
FA Cup;2022-02-05;Н/О_Сток Сити;Н/О_Уиган
FA Cup;2022-02-05;Н/О_Хаддерсфилд;Н/О_Барнсли
FA Cup;2022-02-05;Wolverhampton;Norwich City
